prefix,firstname,surname,dob,dod,alias_type,alias,start,end,corresponding_id
Lord,Albert,Conyngham,1805-01-01,1860-12-31,lord_membership,Baron Londesborough,1850-03-04,1860-01-15,3300.0
Lord,Albert,Conyngham,1805-01-01,1860-12-31,alternative_name,Albert Denison,1805-01-01,1860-12-31,3300.0
Mr,Francis,Conyngham,1797-06-11,1876-07-17,lord_membership,Baron Minster of Minster Abbey,1861-10-11,1876-07-17,
Mr,Francis,Conyngham,1797-06-11,1876-07-17,alternative_title,Baron Conyngham of Mount Charles,1861-10-11,1876-07-17,
Mr,Francis,Conyngham,1797-06-11,1876-07-17,alternative_title,Earl Conyngham,1861-10-11,1876-07-17,
Mr,Francis,Conyngham,1797-06-11,1876-07-17,alternative_title,Earl of Mount Charles,1861-10-11,1876-07-17,
Mr,Francis,Conyngham,1797-06-11,1876-07-17,alternative_title,Viscount Conyngham of Mount Charles,1861-10-11,1876-07-17,
Mr,Francis,Conyngham,1797-06-11,1876-07-17,alternative_title,Viscount Mount Charles,1861-10-11,1876-07-17,
Mr,Francis,Conyngham,1797-06-11,1876-07-17,alternative_title,Viscount Slane,1861-10-11,1876-07-17,
Mr,George,Conyngham,1825-02-03,1882-06-02,lord_membership,Baron Minster of Minster Abbey,1876-07-17,1882-06-02,6972.0
Mr,George,Conyngham,1825-02-03,1882-06-02,alternative_title,Baron Conyngham of Mount Charles,1876-07-17,1882-06-02,6972.0
Mr,George,Conyngham,1825-02-03,1882-06-02,alternative_title,Earl Conyngham,1876-07-17,1882-06-02,6972.0
Mr,George,Conyngham,1825-02-03,1882-06-02,alternative_title,Earl of Mount Charles,1876-07-17,1882-06-02,6972.0
Mr,George,Conyngham,1825-02-03,1882-06-02,alternative_title,Viscount Conyngham of Mount Charles,1876-07-17,1882-06-02,6972.0
Mr,George,Conyngham,1825-02-03,1882-06-02,alternative_title,Viscount Mount Charles,1876-07-17,1882-06-02,6972.0
Mr,George,Conyngham,1825-02-03,1882-06-02,alternative_title,Viscount Slane,1876-07-17,1882-06-02,6972.0
Mr,Henry,Conyngham,1766-12-26,1832-12-28,lord_membership,Baron Minster of Minster Abbey,1821-07-17,1832-12-28,
Mr,Henry,Conyngham,1766-12-26,1832-12-28,alternative_title,Baron Conyngham of Mount Charles,1787-05-22,1832-12-28,6814.0
Mr,Henry,Conyngham,1766-12-26,1832-12-28,alternative_title,Viscount Conyngham of Mount Charles,1789-12-06,1832-12-28,6814.0
Mr,Henry,Conyngham,1766-12-26,1832-12-28,alternative_title,Viscount Mount Charles,1797-12-27,1832-12-28,
Mr,Henry,Conyngham,1766-12-26,1832-12-28,alternative_title,Earl Conyngham,1797-12-27,1832-12-28,
Mr,Henry,Conyngham,1766-12-26,1832-12-28,alternative_title,Earl of Mount Charles,1816-01-15,1832-12-28,
Mr,Henry,Conyngham,1766-12-26,1832-12-28,alternative_title,Viscount Slane,1816-01-15,1832-12-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,lord_membership,Baron Minster of Minster Abbey,1882-06-02,1897-08-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,alternative_title,Baron Conyngham of Mount Charles,1882-06-02,1897-08-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,alternative_title,Earl Conyngham,1882-06-02,1897-08-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,alternative_title,Earl of Mount Charles,1882-06-02,1897-08-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,alternative_title,Viscount Conyngham of Mount Charles,1882-06-02,1897-08-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,alternative_title,Viscount Mount Charles,1882-06-02,1897-08-28,
Mr,Henry,Conyngham,1857-10-01,1897-08-28,alternative_title,Viscount Slane,1882-06-02,1897-08-28,
Mr,Victor,Conyngham,1883-01-30,1918-11-09,lord_membership,Baron Minster of Minster Abbey,1897-08-28,1918-11-09,7137.0
Mr,Victor,Conyngham,1883-01-30,1918-11-09,alternative_title,Baron Conyngham of Mount Charles,1897-08-28,1918-11-09,7137.0
Mr,Victor,Conyngham,1883-01-30,1918-11-09,alternative_title,Earl Conyngham,1897-08-28,1918-11-09,7137.0
Mr,Victor,Conyngham,1883-01-30,1918-11-09,alternative_title,Earl of Mount Charles,1897-08-28,1918-11-09,7137.0
Mr,Victor,Conyngham,1883-01-30,1918-11-09,alternative_title,Viscount Conyngham of Mount Charles,1897-08-28,1918-11-09,7137.0
Mr,Victor,Conyngham,1883-01-30,1918-11-09,alternative_title,Viscount Mount Charles,1897-08-28,1918-11-09,7137.0
Mr,Victor,Conyngham,1883-01-30,1918-11-09,alternative_title,Viscount Slane,1897-08-28,1918-11-09,7137.0
Hon.,Anthony,Cooper,1807-01-01,1858-12-31,alternative_name,Anthony Ashley-Cooper,1807-01-01,1858-12-31,
Mrs,Ida,Copeland,1875-01-01,1964-06-29,alternative_name,Ida Fenzi,1875-01-01,1964-12-31,10198.0
Mr,John,Copley,1772-05-21,1863-10-12,lord_membership,Baron Lyndhurst,1827-04-25,1863-10-12,1987.0
Mr,Charles,Cornwallis,1738-12-31,1805-10-05,lord_membership,Baron Cornwallis of Eye,1762-06-23,1805-10-05,6657.0
Mr,Charles,Cornwallis,1738-12-31,1805-10-05,lord_membership,Earl of Cornwallis,1762-06-23,1805-10-05,6657.0
Mr,Charles,Cornwallis,1738-12-31,1805-10-05,lord_membership,Viscount Brome,1762-06-23,1805-10-05,6657.0
Mr,Charles,Cornwallis,1774-10-19,1823-08-09,lord_membership,Baron Cornwallis of Eye,1805-10-05,1823-08-09,
Mr,Charles,Cornwallis,1774-10-19,1823-08-09,lord_membership,Earl of Cornwallis,1805-10-05,1823-08-09,
Mr,Charles,Cornwallis,1774-10-19,1823-08-09,lord_membership,Viscount Brome,1805-10-05,1823-08-09,
Mr,Stapleton,Cotton,1773-11-14,1865-02-21,lord_membership,Baron Combermere,1814-05-17,1865-02-21,1355.0
Mr,Stapleton,Cotton,1773-11-14,1865-02-21,lord_membership,Viscount Combermere,1827-02-08,1865-02-21,
Hon.,Wellington,Cotton,1818-01-01,1891-12-31,lord_membership,Visct Combernere,1865-01-01,1891-12-31,3912.0
Hon.,Wellington,Cotton,1818-01-01,1891-12-31,lord_membership,Viscount Combermere of Bhurtpore,1865-02-21,1891-12-01,3912.0
Hon.,Wellington,Cotton,1818-01-01,1891-12-31,lord_membership,Baron Combermere,1865-02-21,1891-12-01,3912.0
Mr,Edward,Cotton-Jodrell,1847-01-01,1917-10-13,alternative_name,Edward Cotton,1847-01-01,1917-12-31,6214.0
Viscount,,Courtenay,1836-01-01,1891-12-31,lord_membership,Earl of Devon,1888-01-01,1891-12-31,
Viscount,,Courtenay,1836-01-01,1891-12-31,alternative_name,Edward Courtenay,1836-01-01,1891-12-31,
Viscount,,Courtenay,1807-01-01,1888-12-31,lord_membership,Earl of Devon,1859-01-01,1888-12-31,
Viscount,,Courtenay,1807-01-01,1888-12-31,alternative_name,William Courtenay,1807-01-01,1888-12-31,
Mr,Charles,Courtenay,1870-07-14,1927-02-04,lord_membership,Earl of Devon,1904-01-29,1927-02-04,7210.0
Mr,Henry,Courtenay,1811-07-15,1904-01-29,lord_membership,Earl of Devon,1891-01-15,1904-01-29,7073.0
Mr,William,Courtenay,1777-06-19,1859-03-19,lord_membership,Earl of Devon,1835-05-26,1859-03-19,
Mr,William,Courtenay,1768-07-30,1835-05-26,lord_membership,Viscount Courtenay of Powderham Castle,1788-10-14,1835-05-26,
Mr,William,Courtenay,1768-07-30,1835-05-26,lord_membership,Earl of Devon,1831-03-15,1835-05-26,
Mr,Leonard,Courtney,1832-01-01,1918-05-11,lord_membership,Baron Courtney,1906-01-01,1918-05-11,5575.0
Mr,George,Coventry,1784-10-16,1843-05-15,lord_membership,Earl of Coventry,1831-03-26,1843-05-15,
Mr,George,Coventry,1784-10-16,1843-05-15,lord_membership,Viscount Deerhurst,1831-03-26,1843-05-15,
Mr,George,Coventry,1838-05-09,1930-03-13,lord_membership,Earl of Coventry,1843-05-15,1930-03-13,
Mr,George,Coventry,1838-05-09,1930-03-13,lord_membership,Viscount Deerhurst,1843-05-15,1930-03-13,
Mr,George,Coventry,1758-04-25,1831-03-26,lord_membership,Earl of Coventry,1809-09-03,1831-03-26,
Mr,George,Coventry,1758-04-25,1831-03-26,lord_membership,Viscount Deerhurst,1809-09-03,1831-03-26,
Mr,George,Coventry,1722-04-26,1809-09-03,lord_membership,Earl of Coventry,1751-03-18,1809-09-03,6659.0
Mr,George,Coventry,1722-04-26,1809-09-03,lord_membership,Viscount Deerhurst,1751-03-18,1809-09-03,6659.0
Sir,John,Cowell-Stepney,1791-01-01,1877-12-31,alternative_name,John Cowell,1791-01-01,1877-12-31,5067.0
Mr,Francis,Cowper,1834-06-11,1905-07-18,lord_membership,Baron Cowper,1856-04-15,1905-07-18,6848.0
Mr,Francis,Cowper,1834-06-11,1905-07-18,lord_membership,Earl Cowper,1856-04-15,1905-07-18,6848.0
Mr,Francis,Cowper,1834-06-11,1905-07-18,lord_membership,Viscount Fordwich,1856-04-15,1905-07-18,6848.0
Mr,Peter,Cowper,1778-05-06,1837-06-21,lord_membership,Baron Cowper,1799-02-12,1837-06-21,6660.0
Mr,Peter,Cowper,1778-05-06,1837-06-21,lord_membership,Earl Cowper,1799-02-12,1837-06-21,6660.0
Mr,Peter,Cowper,1778-05-06,1837-06-21,lord_membership,Viscount Fordwich,1799-02-12,1837-06-21,6660.0
Hon.,William,Cowper-Temple,1811-01-01,1888-12-31,lord_membership,Baron Mount Temple,1880-01-01,1888-12-31,3346.0
Hon.,William,Cowper-Temple,1811-01-01,1888-12-31,lord_membership,Baron Mount Temple of Mount temple,1880-05-25,1888-10-17,3346.0
Hon.,William,Cowper-Temple,1811-01-01,1888-12-31,lord_membership,Baron Mount-Temple,1880-05-25,1888-10-17,3346.0
Mr,John,Cradock,,1839-07-01,lord_membership,Baron Howden,1831-09-10,1839-07-01,
Viscount,,Cranborne,1893-01-01,1972-02-23,alternative_name,Robert Gascoyne-Cecil,1893-01-01,1972-12-31,
Viscount,,Cranborne,1861-01-01,1947-04-04,lord_membership,Lord Salisbury,1903-01-01,1947-04-04,
Viscount,,Cranborne,1861-01-01,1947-04-04,alternative_name,James Gascoyne-Cecil,1861-01-01,1947-12-31,
Mr,George,Cranstoun,,1850-12-31,lord_membership,Lord Corehouse,1826-01-01,1850-12-31,
Mr,George,Craven,1841-03-16,1883-12-07,lord_membership,Baron Craven of Hampsted Marshall,1866-08-25,1883-12-07,6894.0
Mr,George,Craven,1841-03-16,1883-12-07,lord_membership,Earl of Craven,1866-08-25,1883-12-07,6894.0
Mr,George,Craven,1841-03-16,1883-12-07,lord_membership,Viscount Uffington,1866-08-25,1883-12-07,6894.0
Mr,William,Craven,1809-07-18,1866-08-25,lord_membership,Baron Craven of Hampsted Marshall,1825-07-30,1866-08-25,
Mr,William,Craven,1809-07-18,1866-08-25,lord_membership,Earl of Craven,1825-07-30,1866-08-25,
Mr,William,Craven,1809-07-18,1866-08-25,lord_membership,Viscount Uffington,1825-07-30,1866-08-25,
Mr,William,Craven,1770-09-01,1825-07-30,lord_membership,Baron Craven of Hampsted Marshall,1791-09-27,1825-07-30,6661.0
Mr,William,Craven,1770-09-01,1825-07-30,lord_membership,Earl of Craven,1801-06-18,1825-07-30,6661.0
Mr,William,Craven,1770-09-01,1825-07-30,lord_membership,Viscount Uffington,1801-06-18,1825-07-30,6661.0
Mr,William,Craven,1868-12-16,1921-07-09,lord_membership,Baron Craven of Hampsted Marshall,1883-12-07,1921-07-09,7017.0
Mr,William,Craven,1868-12-16,1921-07-09,lord_membership,Earl of Craven,1883-12-07,1921-07-09,7017.0
Mr,William,Craven,1868-12-16,1921-07-09,lord_membership,Viscount Uffington,1883-12-07,1921-07-09,7017.0
Mr,Hungerford,Crewe,1812-08-10,1894-01-03,lord_membership,Baron Crewe,1835-12-04,1894-01-03,6491.0
Mr,John,Crewe,1742-09-27,1829-04-28,lord_membership,Baron Crewe,1806-02-25,1829-04-28,6777.0
Mr,Robert,Crewe-Milnes,1858-01-12,1945-06-20,lord_membership,Lord Houghton,1885-08-11,1945-06-20,7037.0
Mr,Robert,Crewe-Milnes,1858-01-12,1945-06-20,lord_membership,Earl of Crewe,1895-07-17,1945-06-20,7037.0
Viscount,,Crichton,1839-01-01,1914-12-02,lord_membership,Earl of Erne,1885-01-01,1914-12-02,
Viscount,,Crichton,1839-01-01,1914-12-02,lord_membership,Baron Fermanagh of Lisnaskea,1885-10-03,1914-12-02,
Viscount,,Crichton,1839-01-01,1914-12-02,alternative_name,John Crichton,1839-01-01,1914-12-31,
Viscount,,Crichton,1839-01-01,1914-12-02,alternative_title,Baron Erne of Crom Castle,1885-10-03,1914-12-02,
Viscount,,Crichton,1839-01-01,1914-12-02,alternative_title,Earl Erne of Crom Castle,1885-10-03,1914-12-02,
Viscount,,Crichton,1839-01-01,1914-12-02,alternative_title,Viscount Erne of Crom Castle,1885-10-03,1914-12-02,
Mr,John,Crichton,1802-07-30,1885-10-03,lord_membership,Baron Fermanagh of Lisnaskea,1876-01-13,1885-10-03,
Mr,John,Crichton,1802-07-30,1885-10-03,alternative_title,Baron Erne of Crom Castle,1842-06-10,1885-10-03,
Mr,John,Crichton,1802-07-30,1885-10-03,alternative_title,Earl Erne of Crom Castle,1842-06-10,1885-10-03,
Mr,John,Crichton,1802-07-30,1885-10-03,alternative_title,Viscount Erne of Crom Castle,1842-06-10,1885-10-03,
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,lord_membership,Baron Cardiff of Cardiff Castle,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,lord_membership,Baron Mount Stuart of Wortley,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,lord_membership,Earl of Windsor,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,lord_membership,Viscount Mountjoy,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Earl of Bute,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Earl of Dumfries,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Lord Crichton of Sanquhar,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Lord Crichton of Sanquhar and Cumnock,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Lord Mountstuart Cumra and Inchmarnock,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Lord of Sanquhar,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Viscount Kingarth,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1793-08-10,1848-03-18,alternative_title,Viscount of Air,1814-11-16,1848-03-18,6492.0
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,lord_membership,Baron Cardiff of Cardiff Castle,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,lord_membership,Baron Mount Stuart of Wortley,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,lord_membership,Earl of Windsor,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,lord_membership,Viscount Mountjoy,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Earl of Bute,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Earl of Dumfries,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Lord Crichton of Sanquhar,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Lord Crichton of Sanquhar and Cumnock,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Lord Mountstuart Cumra and Inchmarnock,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Lord of Sanquhar,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Viscount Kingarth,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1847-09-12,1900-10-09,alternative_title,Viscount of Air,1848-03-18,1900-10-09,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,lord_membership,Baron Cardiff of Cardiff Castle,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,lord_membership,Baron Mount Stuart of Wortley,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,lord_membership,Earl of Windsor,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,lord_membership,Viscount Mountjoy,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Earl of Bute,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Earl of Dumfries,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Lord Crichton of Sanquhar,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Lord Crichton of Sanquhar and Cumnock,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Lord Mountstuart Cumra and Inchmarnock,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Lord of Sanquhar,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Viscount Kingarth,1900-10-09,1947-04-25,
Mr,John,Crichton-Stuart,1881-06-20,1947-04-25,alternative_title,Viscount of Air,1900-10-09,1947-04-25,
Sir,Richard,Cross,1823-01-01,1914-01-08,lord_membership,Viscount Cross,1886-01-01,1914-01-08,
Mr,Humphrey,Crum-Ewing,1802-01-01,1887-12-31,alternative_name,Humphrey Crum,1802-01-01,1887-12-31,4527.0
Mr,George,Cubitt,1828-01-01,1917-02-26,lord_membership,Baron Ashcombe,1892-01-01,1917-02-26,4709.0
Mr,Hamilton,Cuffe,1848-08-30,1934-11-04,lord_membership,Baron Desart,1909-05-12,1934-11-04,7265.0
Mr,Hamilton,Cuffe,1848-08-30,1934-11-04,alternative_title,Baron Desart,1898-09-15,1934-11-04,7265.0
Mr,Hamilton,Cuffe,1848-08-30,1934-11-04,alternative_title,Earl Desart,1898-09-15,1934-11-04,7265.0
Mr,Hamilton,Cuffe,1848-08-30,1934-11-04,alternative_title,Viscount Castlecuffe,1898-09-15,1934-11-04,7265.0
Mr,Hamilton,Cuffe,1848-08-30,1934-11-04,alternative_title,Viscount Desart,1898-09-15,1934-11-04,7265.0
Mr,John,Cuffe,1788-02-20,1820-11-23,alternative_title,Baron Desart,1804-08-09,1820-11-22,1654.0
Mr,John,Cuffe,1788-02-20,1820-11-23,alternative_title,Earl Desart,1804-08-09,1820-11-22,1654.0
Mr,John,Cuffe,1788-02-20,1820-11-23,alternative_title,Viscount Castlecuffe,1804-08-09,1820-11-22,1654.0
Mr,John,Cuffe,1788-02-20,1820-11-23,alternative_title,Viscount Desart,1804-08-09,1820-11-22,1654.0
Mr,Charles,Cumming-Bruce,1790-01-01,1875-12-31,alternative_name,Charles Cumming,1790-01-01,1875-12-31,2778.0
Mr,Samuel,Cunliffe-Lister,1815-01-01,1906-02-02,lord_membership,Baron Masham of Swinton,1891-07-15,1906-02-02,
Mr,Samuel,Cunliffe-Lister,1857-08-02,1917-01-24,lord_membership,Baron Masham of Swinton,1906-02-02,1917-01-24,
Mr,Philip,Currie,1834-10-13,1906-05-12,lord_membership,Baron Currie of Hawley,1899-01-25,1906-05-12,7158.0
Viscount,,Curzon,1861-01-01,1929-01-10,lord_membership,Earl Howe,1900-01-01,1929-01-10,
Viscount,,Curzon,1861-01-01,1929-01-10,lord_membership,Baron Curzon of Penn,1900-09-25,1929-01-10,
Viscount,,Curzon,1861-01-01,1929-01-10,lord_membership,Baron Howe of Langar,1900-09-25,1929-01-10,
Viscount,,Curzon,1861-01-01,1929-01-10,lord_membership,Viscount Curzon of Penn,1900-09-25,1929-01-10,
Viscount,,Curzon,1861-01-01,1929-01-10,alternative_name,Richard Curzon-Howe,1861-01-01,1929-12-31,
Viscount,,Curzon,1861-01-01,1929-01-10,alternative_name,Richard Curzon,1861-01-01,1929-12-31,
Viscount,,Curzon,1821-01-01,1876-12-31,lord_membership,Baron Curzon of Penn,1870-05-12,1876-02-04,
Viscount,,Curzon,1821-01-01,1876-12-31,lord_membership,Baron Howe of Langar,1870-05-12,1876-02-04,
Viscount,,Curzon,1821-01-01,1876-12-31,lord_membership,Earl Howe,1870-05-12,1876-02-04,
Viscount,,Curzon,1821-01-01,1876-12-31,lord_membership,Viscount Curzon of Penn,1870-05-12,1876-02-04,
Viscount,,Curzon,1821-01-01,1876-12-31,alternative_name,George Howe,1821-01-01,1876-12-31,
Viscount,,Curzon,1884-01-01,1964-07-26,alternative_name,Francis Curzon,1884-01-01,1964-12-31,
Mr,Asheton,Curzon,,1820-03-21,lord_membership,Viscount Curzon,1802-02-27,1820-03-21,
Mr,George,Curzon,1859-01-01,1925-03-20,lord_membership,Lord Searsdale,1898-01-01,1925-03-20,
Mr,George,Curzon,1859-01-01,1925-03-20,alternative_title,Baron Curzon of Kedleston,1898-11-11,1925-03-20,
Mr,Richard,Curzon-Howe,1822-02-14,1900-09-25,lord_membership,Baron Curzon of Penn,1876-02-04,1900-09-25,6973.0
Mr,Richard,Curzon-Howe,1822-02-14,1900-09-25,lord_membership,Baron Howe of Langar,1876-02-04,1900-09-25,6973.0
Mr,Richard,Curzon-Howe,1822-02-14,1900-09-25,lord_membership,Earl Howe,1876-02-04,1900-09-25,6973.0
Mr,Richard,Curzon-Howe,1822-02-14,1900-09-25,lord_membership,Viscount Curzon of Penn,1876-02-04,1900-09-25,6973.0
Mr,Richard,Curzon-Howe,1796-12-11,1870-05-12,lord_membership,Baron Curzon of Penn,1820-03-21,1870-05-12,6493.0
Mr,Richard,Curzon-Howe,1796-12-11,1870-05-12,lord_membership,Viscount Curzon of Penn,1820-03-21,1870-05-12,6493.0
Mr,Richard,Curzon-Howe,1796-12-11,1870-05-12,lord_membership,Earl Howe,1821-07-15,1870-05-12,6493.0
Mr,Richard,Curzon-Howe,1796-12-11,1870-05-12,lord_membership,Baron Howe of Langar,1835-12-03,1870-05-12,
Hon.,Adelbert,Cust,1844-01-01,1921-04-19,lord_membership,Earl Brownlow,1867-01-01,1921-04-19,4998.0
Hon.,Adelbert,Cust,1844-01-01,1921-04-19,lord_membership,Baron Brownlow of Belton,1867-02-20,1921-03-17,4998.0
Hon.,Adelbert,Cust,1844-01-01,1921-04-19,lord_membership,Viscount Alford of Alford,1867-02-20,1921-03-17,4998.0
Mr,Brownlow,Cust,1744-12-03,1807-12-25,lord_membership,Baron Brownlow of Belton,1776-05-20,1807-12-25,6662.0
Mr,John,Cust,1779-08-19,1853-09-15,lord_membership,Baron Brownlow of Belton,1807-12-25,1853-09-15,720.0
Mr,John,Cust,1779-08-19,1853-09-15,lord_membership,Earl Brownlow,1815-11-17,1853-09-15,720.0
Mr,John,Cust,1779-08-19,1853-09-15,lord_membership,Viscount Alford of Alford,1815-11-17,1853-09-15,720.0
Sir,John,Dalberg-Acton,1834-01-10,1902-06-19,lord_membership,Baron Acton of Aldenham,1869-12-11,1902-06-19,6917.0
,,Dalkeith,1864-01-01,1935-10-19,alternative_name,John Montagu-Douglas-Scott,1864-01-01,1935-12-31,
,,Dalkeith,1831-01-01,1914-11-05,lord_membership,Duke of Buccleuch,1884-01-01,1914-11-05,
,,Dalkeith,1831-01-01,1914-11-05,alternative_name,William Montagu-Douglas-Scott,1831-01-01,1914-12-31,
,,Dalkeith,1894-01-01,1973-10-04,alternative_name,Walter Montagu-Douglas-Scott,1894-01-01,1973-12-31,
,,Dalkeith,1894-01-01,1973-10-04,alternative_name,Lord Whitchester,1894-01-01,1914-12-31,
Lord,,Dalmeny,1882-01-01,1974-05-31,alternative_name,Albert Primrose,1882-01-01,1974-12-31,8182.0
